x	y	z
0.0408807	-2.30558	1.48942
0.0399	-2.2761	1.48944
0.0381614	-2.2089	1.48948
0.0379436	-2.20048	1.48948
0.0357974	-2.11678	1.48953
0.0353095	-2.09778	1.48954
0.0336007	-2.03064	1.48958
0.0328841	-2.00246	1.4896
0.03156	-1.94997	1.48963
0.0306573	-1.91413	1.48965
0.0296638	-1.87434	1.48968
0.0286005	-1.83179	1.4897
0.0278921	-1.80314	1.48972
0.0266929	-1.75468	1.48974
0.0262314	-1.73583	1.48975
0.0249266	-1.68254	1.48978
0.0246786	-1.67231	1.48979
0.0232783	-1.61451	1.48982
0.0232162	-1.61192	1.48982
0.0227	-1.5904	1.48984
0.022051	-1.55286	1.48985
0.0220125	-1.55062	1.48985
0.0210765	-1.49573	1.48987
0.0209837	-1.49031	1.48988
0.0201569	-1.44132	1.48989
0.0200185	-1.43308	1.4899
0.0192997	-1.38984	1.48991
0.0191194	-1.37901	1.48992
0.0184821	-1.34035	1.48993
0.0182686	-1.32735	1.48994
0.0177178	-1.2933	1.48995
0.0174714	-1.27819	1.48996
0.0169931	-1.2483	1.48997
0.0167264	-1.23156	1.48997
0.01631	-1.20517	1.48998
0.016018	-1.18668	1.48999
0.0156628	-1.16375	1.49
0.0153552	-1.14393	1.49
0.0150496	-1.12399	1.49001
0.0147258	-1.10284	1.49002
0.0144693	-1.08576	1.49003
0.0141317	-1.06333	1.49003
0.0139153	-1.04875	1.49004
0.0135702	-1.02544	1.49005
0.0133931	-1.01327	1.49005
0.0130384	-0.988879	1.49006
0.0128949	-0.978827	1.49006
0.0125369	-0.953749	1.49007
0.0124235	-0.94565	1.49007
0.0120592	-0.919732	1.49008
0.0119729	-0.913472	1.49008
0.0116085	-0.886929	1.49009
0.0115469	-0.882344	1.49009
0.0111788	-0.855078	1.4901
0.0111388	-0.852046	1.4901
0.010773	-0.824256	1.49011
0.0107521	-0.822641	1.49011
0.0103899	-0.79448	1.49012
0.0103861	-0.794178	1.49012
0.0103	-0.78736	1.49012
0.0101329	-0.765755	1.49013
0.0101303	-0.765426	1.49013
0.00992046	-0.737877	1.49013
0.00991487	-0.737138	1.49013
0.00972226	-0.710853	1.49013
0.00971409	-0.709755	1.49013
0.00953189	-0.684469	1.49014
0.00952147	-0.683021	1.49014
0.00934906	-0.658584	1.49014
0.0093367	-0.656806	1.49014
0.00917849	-0.633464	1.49015
0.00916452	-0.631411	1.49015
0.00901457	-0.608866	1.49015
0.00899923	-0.606545	1.49015
0.00885939	-0.584844	1.49015
0.00884239	-0.582234	1.49015
0.00871193	-0.561231	1.49016
0.00869459	-0.558412	1.49016
0.00857075	-0.538127	1.49016
0.00855205	-0.535065	1.49016
0.00843654	-0.515381	1.49016
0.00841727	-0.512116	1.49016
0.00831157	-0.493204	1.49017
0.00829266	-0.489805	1.49017
0.00819217	-0.47132	1.49017
0.00817229	-0.467694	1.49017
0.00807864	-0.449813	1.49017
0.00805866	-0.446023	1.49017
0.00796956	-0.428644	1.49018
0.0079496	-0.424728	1.49018
0.00786847	-0.407794	1.49018
0.00784866	-0.403702	1.49018
0.0077732	-0.387248	1.49018
0.00775455	-0.38308	1.49018
0.00768274	-0.367021	1.49018
0.00766355	-0.3627	1.49018
0.00759689	-0.346993	1.49018
0.00757814	-0.34255	1.49018
0.00751799	-0.327267	1.49019
0.00749977	-0.322747	1.49019
0.00744255	-0.30771	1.49019
0.00742492	-0.303082	1.49019
0.00737366	-0.288401	1.49019
0.0073567	-0.283673	1.49019
0.00730799	-0.26931	1.49019
0.00729175	-0.264523	1.49019
0.00724702	-0.250307	1.49019
0.00723259	-0.245447	1.49019
0.00719316	-0.231614	1.49019
0.00717854	-0.226649	1.49019
0.00714121	-0.212944	1.49019
0.00712747	-0.207936	1.49019
0.00709363	-0.194423	1.4902
0.00708187	-0.189393	1.4902
0.00705284	-0.176065	1.4902
0.00704096	-0.170945	1.4902
0.00701371	-0.157799	1.4902
0.00700282	-0.152649	1.4902
0.00698012	-0.139642	1.4902
0.00697134	-0.134479	1.4902
0.00695026	-0.121611	1.4902
0.00694253	-0.116381	1.4902
0.00692581	-0.103601	1.4902
0.00691803	-0.0983443	1.4902
0.00690419	-0.085621	1.4902
0.00689861	-0.0803567	1.4902
0.00688623	-0.0677721	1.4902
0.00688175	-0.0624939	1.4902
0.00687353	-0.0499315	1.4902
0.00686904	-0.0445951	1.4902
0.00686358	-0.0320296	1.4902
0.00686133	-0.0267345	1.4902
0.0068586	-0.0142527	1.4902
0.00685748	-0.0089087	1.4902
0.00685748	0.00356373	1.4902
0.00685748	0.0089087	1.4902
0.0068602	0.0213913	1.4902
0.00686133	0.0267345	1.4902
0.00686679	0.0393015	1.4902
0.00686904	0.0445951	1.4902
0.00687726	0.0571568	1.4902
0.00688175	0.0624939	1.4902
0.00689414	0.0750842	1.4902
0.00689861	0.0803567	1.4902
0.00691246	0.0930846	1.4902
0.00691803	0.0983443	1.4902
0.00693476	0.111127	1.4902
0.00694253	0.116381	1.4902
0.00696362	0.129259	1.4902
0.00697134	0.134479	1.4902
0.00699405	0.147495	1.4902
0.00700282	0.152649	1.4902
0.00703009	0.165805	1.4902
0.00704096	0.170945	1.4902
0.00707002	0.184283	1.4902
0.00708187	0.189393	1.4902
0.00711574	0.202922	1.49019
0.00712747	0.207936	1.49019
0.00716484	0.221658	1.49019
0.00717854	0.226649	1.49019
0.00721803	0.2405	1.49019
0.00723259	0.245447	1.49019
0.00727739	0.259689	1.49019
0.00729175	0.264523	1.49019
0.00734055	0.278913	1.49019
0.0073567	0.283673	1.49019
0.00740807	0.298383	1.49019
0.00742492	0.303082	1.49019
0.00748228	0.318156	1.49019
0.00749977	0.322747	1.49019
0.00756009	0.338071	1.49018
0.00757814	0.34255	1.49018
0.00764501	0.358307	1.49018
0.00766355	0.3627	1.49018
0.00773562	0.378816	1.49018
0.00775455	0.38308	1.49018
0.00783029	0.399599	1.49018
0.00784866	0.403702	1.49018
0.00793016	0.420709	1.49018
0.0079496	0.424728	1.49018
0.00803914	0.442192	1.49017
0.00805866	0.446023	1.49017
0.00815282	0.463999	1.49017
0.00817229	0.467694	1.49017
0.00827337	0.486288	1.49017
0.00829266	0.489805	1.49017
0.00839901	0.508837	1.49017
0.00841727	0.512116	1.49016
0.0085336	0.531939	1.49016
0.00855205	0.535065	1.49016
0.00867686	0.555508	1.49016
0.00869459	0.558412	1.49016
0.00882612	0.57959	1.49016
0.00884239	0.582234	1.49015
0.00898353	0.604133	1.49015
0.00899923	0.606545	1.49015
0.00915065	0.629312	1.49015
0.00916452	0.631411	1.49015
0.0093244	0.655	1.49014
0.0093367	0.656806	1.49014
0.00951109	0.681528	1.49014
0.00952147	0.683021	1.49014
0.00970593	0.708621	1.49014
0.00971409	0.709755	1.49013
0.00990927	0.736385	1.49013
0.00991487	0.737138	1.49013
0.0101277	0.765086	1.49013
0.0101303	0.765426	1.49013
0.0103	0.78736	1.49012
0.0103899	0.79448	1.49012
0.0103942	0.794811	1.49012
0.010773	0.824256	1.49011
0.0107963	0.826023	1.49011
0.0111788	0.855078	1.4901
0.0112238	0.858421	1.4901
0.0116085	0.886929	1.49009
0.0116785	0.892002	1.49009
0.0120592	0.919732	1.49008
0.0121567	0.926692	1.49008
0.0125369	0.953749	1.49007
0.0126653	0.962748	1.49007
0.0130384	0.988879	1.49006
0.0132016	1.0001	1.49005
0.0135702	1.02544	1.49005
0.0137741	1.03919	1.49004
0.0141317	1.06333	1.49003
0.0143777	1.07972	1.49003
0.0147258	1.10284	1.49002
0.0150234	1.12226	1.49001
0.0153552	1.14393	1.49
0.0157056	1.16655	1.49
0.016018	1.18668	1.48999
0.0164337	1.21302	1.48998
0.0167264	1.23156	1.48997
0.0172088	1.2617	1.48996
0.0174714	1.27819	1.48996
0.0180324	1.31285	1.48994
0.0182686	1.32735	1.48994
0.0189233	1.36707	1.48992
0.0191194	1.37901	1.48992
0.0198643	1.42383	1.4899
0.0200185	1.43308	1.4899
0.0208821	1.48426	1.48988
0.0209837	1.49031	1.48988
0.0219696	1.54812	1.48985
0.0220125	1.55062	1.48985
0.0227	1.5904	1.48984
0.0232783	1.61451	1.48982
0.0233583	1.61781	1.48982
0.0249266	1.68254	1.48978
0.0252494	1.69573	1.48978
0.0266929	1.75468	1.48974
0.0273004	1.77924	1.48973
0.0286005	1.83179	1.4897
0.0295437	1.86956	1.48968
0.0306573	1.91413	1.48965
0.0319968	1.96724	1.48962
0.0328841	2.00246	1.4896
0.0346945	2.07359	1.48956
0.0353095	2.09778	1.48954
0.0376674	2.18972	1.48949
0.0379436	2.20048	1.48948
0.0399	2.2761	1.48944
0.0410917	2.31192	1.48941
0.0414202	2.32173	1.4894
0.0451617	2.43335	1.48932
0.0467167	2.4794	1.48928
0.0496416	2.56602	1.48921
0.0527163	2.65647	1.48914
0.0545907	2.71163	1.4891
0.059588	2.85759	1.48899
0.0601055	2.87271	1.48897
0.062	2.9277	1.48893
0.0672092	3.05182	1.48881
0.0699144	3.11591	1.48875
0.0756539	3.25191	1.48861
0.0834881	3.43649	1.48843
0.0852417	3.47779	1.48839
0.0889	3.56352	1.48831
0.0974791	3.73387	1.48811
0.105621	3.89481	1.48792
0.112351	4.02785	1.48777
0.1206	4.19017	1.48758
0.131042	4.36828	1.48734
0.150336	4.69614	1.48689
0.154517	4.76717	1.4868
0.1571	4.8109	1.48674
0.185981	5.24208	1.48607
0.1984	5.42687	1.48579
0.227753	5.81727	1.48511
0.2445	6.03933	1.48472
0.285157	6.52638	1.48379
0.2954	6.64875	1.48355
0.320489	6.92186	1.48297
0.3511	7.25509	1.48227
0.367963	7.42387	1.48188
0.4115	7.85855	1.48087
0.462636	8.33075	1.47969
0.4766	8.45969	1.47937
0.492498	8.5959	1.47901
0.5465	9.0576	1.47776
0.584222	9.35868	1.47689
0.6211	9.65305	1.47604
0.69194	10.1834	1.47441
0.7003	10.2459	1.47422
0.704053	10.2723	1.47413
0.7842	10.8352	1.47228
0.822709	11.0902	1.47139
0.8728	11.4218	1.47024
0.944753	11.873	1.46858
0.9659	12.0056	1.46809
1.03977	12.4442	1.46639
1.0637	12.5861	1.46584
1.06998	12.6215	1.46569
1.166	13.1627	1.46348
1.19757	13.3321	1.46275
1.2729	13.7361	1.46102
1.32941	14.0252	1.45971
1.3843	14.306	1.45845
1.46526	14.7016	1.45658
1.5002	14.8723	1.45578
1.60535	15.3636	1.45335
1.6206	15.4349	1.453
1.71883	15.8746	1.45074
1.7454	15.9934	1.45012
1.74931	16.0102	1.45003
1.8746	16.5474	1.44714
1.8968	16.6387	1.44663
2.0082	17.0972	1.44406
2.04856	17.2569	1.44313
2.1461	17.6427	1.44089
2.20446	17.8648	1.43954
2.2883	18.1838	1.43761
2.36453	18.4632	1.43585
2.4347	18.7203	1.43423
2.52871	19.0521	1.43207
2.5854	19.2522	1.43076
2.69704	19.6319	1.42819
2.7403	19.7791	1.42719
2.86947	20.2029	1.42421
2.8994	20.3011	1.42352
3.04577	20.7649	1.42015
3.0625	20.8179	1.41976
3.22616	21.3188	1.41599
3.2297	21.3296	1.41591
3.27588	21.4661	1.41484
3.401	21.8355	1.41196
3.41032	21.8621	1.41174
3.5762	22.3358	1.40792
3.59825	22.3967	1.40741
3.7554	22.8305	1.40379
3.79011	22.9233	1.40299
3.9384	23.3194	1.39957
3.98569	23.4417	1.39848
4.1253	23.8025	1.39526
4.18521	23.9523	1.39388
4.3161	24.2796	1.39086
4.38843	24.4549	1.38919
4.5105	24.7506	1.38638
4.59532	24.9495	1.38443
4.7087	25.2154	1.38181
4.80589	25.4361	1.37957
4.9105	25.6738	1.37716
5.02011	25.9148	1.37463
5.116	26.1257	1.37242
5.23786	26.3855	1.36961
5.325	26.5711	1.3676
5.45907	26.8479	1.36451
5.5375	27.0098	1.36271
5.68368	27.3023	1.35934
5.7534	27.4418	1.35773
5.9117	27.7485	1.35408
5.9727	27.8667	1.35267
6.14307	28.1866	1.34875
6.1954	28.2848	1.34754
6.3778	28.6164	1.34334
6.4214	28.6957	1.34233
6.61555	29.0378	1.33785
6.6505	29.0993	1.33705
6.85659	29.4508	1.3323
6.8829	29.4957	1.33169
7.10072	29.8555	1.32667
7.1184	29.8847	1.32626
7.34781	30.2516	1.32097
7.3569	30.2661	1.32076
7.59795	30.6393	1.31521
7.5984	30.64	1.3152
7.61142	30.6595	1.3149
7.8428	31.0057	1.30956
7.85075	31.0172	1.30938
8.0901	31.3637	1.30386
8.1065	31.3867	1.30348
8.3402	31.7138	1.2981
8.36501	31.7474	1.29753
8.593	32.056	1.29227
8.6262	32.0993	1.2915
8.8486	32.3901	1.28638
8.89021	32.4426	1.28542
9.1067	32.716	1.28043
9.15663	32.7768	1.27928
9.3674	33.0336	1.27442
9.42568	33.1021	1.27307
9.6306	33.343	1.26835
9.69718	33.4185	1.26682
9.8962	33.644	1.26223
9.97104	33.7257	1.2605
10.1641	33.9365	1.25605
10.2472	34.0239	1.25414
10.4343	34.2206	1.24982
10.5256	34.3128	1.24772
10.7068	34.496	1.24354
10.8063	34.5926	1.24125
10.9814	34.7627	1.23721
11.0889	34.863	1.23473
11.258	35.0208	1.23083
11.3737	35.1242	1.22817
11.5367	35.2699	1.22441
11.6604	35.3758	1.22156
11.8173	35.5103	1.21794
11.949	35.6181	1.21491
12.0998	35.7416	1.21143
12.2394	35.8509	1.20821
12.3841	35.964	1.20488
12.5316	36.0741	1.20148
12.6701	36.1774	1.19828
12.8255	36.2877	1.1947
12.9578	36.3817	1.19165
13.121	36.4918	1.18789
13.2471	36.5768	1.18498
13.418	36.6861	1.18104
13.5378	36.7627	1.17828
13.7164	36.8707	1.17416
13.83	36.9394	1.17154
14.0162	37.0456	1.16725
14.1236	37.1068	1.16478
14.3174	37.2107	1.16031
14.4184	37.2649	1.15798
14.6197	37.366	1.15334
14.7145	37.4136	1.15115
14.9232	37.5114	1.14634
15.0117	37.5528	1.1443
15.2278	37.6469	1.13932
15.31	37.6827	1.13743
15.5333	37.7725	1.13228
15.6092	37.803	1.13053
15.8399	37.8882	1.12521
15.9094	37.9139	1.12361
16.1472	37.994	1.11813
16.2104	38.0153	1.11667
16.4553	38.0897	1.11102
16.5122	38.107	1.10971
16.7641	38.1755	1.10391
16.8146	38.1892	1.10274
17.0735	38.2513	1.09677
17.1177	38.2619	1.09575
17.3835	38.317	1.08963
17.4213	38.3248	1.08876
17.6939	38.3726	1.08247
17.7254	38.3781	1.08175
18.0047	38.4182	1.07531
18.0299	38.4218	1.07473
18.3158	38.4537	1.06814
18.3346	38.4558	1.0677
18.627	38.4792	1.06096
18.6396	38.4802	1.06067
18.9385	38.4945	1.05378
18.9448	38.4948	1.05364
19.25	38.4999	1.0466
