x	y	z
2000	264.935	97.2968
2000	267.491	93.9362
2000	269.858	90.8261
2000	272.141	87.8253
2000	274.341	84.9347
2000	276.455	82.1551
2000	278.485	79.4874
2000	280.429	76.9325
2000	282.287	74.4911
2000	284.057	72.164
2000	285.74	68.4968
2000	287.335	64.8085
2000	288.842	61.1003
2000	290.26	57.3732
2000	291.588	53.6284
2000	292.826	49.8672
2000	293.974	46.0905
2000	295.032	42.2997
2000	295.999	38.4959
2000	296.875	34.6802
2000	297.659	30.8538
2000	298.351	27.0179
2000	298.952	23.1736
2000	299.46	19.3223
2000	299.877	15.465
2000	300.2	11.6029
2000	300.432	7.7373
2000	300.571	3.8692
2000	300.617	0
2000	300.617	0
