x	y	z
64.6509	17.5434	-16.6382
64.6509	18.0542	-16.5274
64.6509	18.5743	-16.4104
64.6509	19.1038	-16.2871
64.6509	19.643	-16.1569
64.6509	20.192	-16.0195
64.6509	20.751	-15.8744
64.6509	21.3202	-15.7212
64.6509	21.8996	-15.5593
64.6509	22.4892	-15.3883
64.6509	23.0892	-15.2076
64.6509	23.6994	-15.0167
64.6509	24.3198	-14.8148
64.6509	24.9501	-14.6013
64.6509	25.5901	-14.3757
64.6509	26.2393	-14.1371
64.6509	26.8974	-13.8848
64.6509	27.5636	-13.6181
64.6509	28.2372	-13.3361
64.6509	28.9172	-13.0382
64.6509	29.6026	-12.7234
64.6509	30.292	-12.391
64.6509	30.9838	-12.0402
64.6509	31.6764	-11.6702
64.6509	32.3677	-11.2802
64.6509	33.0554	-10.8695
64.6509	33.737	-10.4375
64.6509	34.4096	-9.9837
64.6509	35.0702	-9.5077
64.6509	35.7153	-9.0091
64.6509	36.3415	-8.4877
64.6509	36.9447	-7.9438
64.6509	37.5211	-7.3774
64.6509	38.0664	-6.7891
64.6509	38.5765	-6.1797
64.6509	39.047	-5.5502
64.6509	39.4739	-4.9018
64.6509	39.8532	-4.2362
64.6509	40.1811	-3.5551
64.6509	40.4544	-2.8607
64.6509	40.6701	-2.1554
64.6509	40.8259	-1.4417
64.6509	40.9201	-0.7223
64.6509	40.9517	0
64.6509	40.9517	0
