x	y	z
2000	-260.09	103.663
2000	-257.21	107.449
2000	-254.439	111.091
2000	-251.591	114.835
2000	-248.664	118.681
2000	-245.661	122.628
2000	-242.583	126.674
2000	-239.429	130.818
2000	-236.202	135.06
2000	-232.902	139.397
2000	-229.531	142.373
2000	-226.088	145.305
2000	-222.576	148.193
2000	-218.996	151.035
2000	-215.348	153.83
2000	-211.634	156.578
2000	-207.854	159.278
2000	-204.011	160
2000	-200.104	160
2000	-196.136	160
2000	-192.108	160
2000	-188.02	160
2000	-183.875	160
2000	-179.673	160
2000	-175.415	160
2000	-171.104	160
2000	-166.74	160
2000	-162.324	160
2000	-157.858	160
2000	-153.344	160
2000	-148.783	160
2000	-144.176	160
2000	-139.524	160
2000	-134.829	160
2000	-130.093	160
2000	-125.317	160
2000	-120.502	160
2000	-115.65	160
2000	-110.763	160
2000	-105.841	160
2000	-100.887	160
2000	-95.9013	160
2000	-90.8864	160
2000	-85.8435	160
2000	-80.7741	160
2000	-75.6799	160
2000	-70.5624	160
2000	-65.4231	160
2000	-60.2637	160
2000	-55.0857	160
2000	-49.8907	160
2000	-44.6804	160
2000	-39.4563	160
2000	-34.2201	160
2000	-28.9733	160
2000	-23.7176	160
2000	-18.4546	160
2000	-13.1859	160
2000	-7.9132	160
2000	-2.638	160
2000	2.638	160
2000	7.9132	160
2000	13.1859	160
2000	18.4546	160
2000	23.7176	160
2000	28.9733	160
2000	34.2201	160
2000	39.4563	160
2000	44.6804	160
2000	49.8907	160
2000	55.0857	160
2000	60.2637	160
2000	65.4231	160
2000	70.5624	160
2000	75.6799	160
2000	80.7741	160
2000	85.8435	160
2000	90.8864	160
2000	95.9013	160
2000	100.887	160
2000	105.841	160
2000	110.763	160
2000	115.65	160
2000	120.502	160
2000	125.317	160
2000	130.093	160
2000	134.829	160
2000	139.524	160
2000	144.176	160
2000	148.783	160
2000	153.344	160
2000	157.858	160
2000	162.324	160
2000	166.74	160
2000	171.104	160
2000	175.415	160
2000	179.673	160
2000	183.875	160
2000	188.02	160
2000	192.108	160
2000	196.136	160
2000	200.104	160
2000	204.011	160
2000	207.854	159.278
2000	211.634	156.578
2000	215.348	153.83
2000	218.996	151.035
2000	222.576	148.193
2000	226.088	145.305
2000	229.531	142.373
2000	232.902	139.397
2000	236.202	135.06
2000	239.429	130.818
2000	242.583	126.674
2000	245.661	122.628
2000	248.664	118.681
2000	251.591	114.835
2000	254.439	111.091
2000	257.21	107.449
2000	260.09	103.663
2000	260.09	103.663
